"CdNom","N_resample","estimate_E","estim_sd_E","z_value_E","estimate_Eold","estim_sd_Eold","z_value_Eold","estimate_B","estim_sd_B","z_value_B","AIC_null","AIC_envir","AIC_envirold","AIC_FA_E","AIC_FA_Eold","AIC_FA_B","delta.AIC","delta.AIC.old","Dist_lisiere_act","FORMATION","STRUCTURE","Altitude","I.Altitude.2.","exposition","I.exposition.2.","pH","I.pH.2.","Azote","I.Azote.2.","Pente","I.Pente.2.","phosphore","I.phosphore.2.","limons","argile","Dist_route"
2440,1,2.20980503182183,0.72498621645273,3.04806488961148,2.49860554904818,0.732210029269484,3.41241645042886,2.12099313722919,0.72233157990105,2.93631511655595,610.787410904752,605.48013508889,589.105259383883,588.971498625517,566.824751150609,595.715581126216,16.5086364633728,22.2805082332733,NA,0.114398573273451,0.0575963362241659,NA,NA,NA,0.106697438218517,0.020445933597082,0.0276667920622195,NA,0.0357032182478448,NA,NA,NA,NA,NA,0.00768776372756307,NA
2440,2,2.21321039509335,0.724676673161238,3.05406600910544,2.40531046155808,0.728780773495093,3.30045817485369,2.11843132651106,0.722335355728568,2.93275320072676,610.787410904752,605.075405355047,590.067172942265,588.427221467052,569.56154125676,595.770522928593,16.6481838879951,20.5056316855053,NA,0.0819697991566894,0.066699672416667,NA,NA,NA,NA,0.0148988340138752,0.020352235740416,NA,0.0373776769086758,NA,NA,NA,NA,NA,0.0203049951481605,NA
2440,3,2.18907197317553,0.724411987648938,3.02186050272319,2.3582125449795,0.728952165618151,3.23507173201102,2.09678912008828,0.722366261959026,2.90266756700664,610.787410904752,605.405484426665,590.127732979209,589.239623768504,570.777468459102,596.22980203367,16.165860658161,19.3502645201069,NA,0.0800543213253282,0.05168191032735,NA,NA,NA,0.15541056497245,0.0186903261717108,0.0239102884033018,0.156146137223477,0.0820110236891954,NA,NA,NA,NA,NA,0.0103950768460284,NA
2440,4,2.27644975402136,0.724254669417357,3.14316199832402,2.44759498620927,0.728368722632084,3.36037903627228,2.15503097955655,0.722278946123904,2.98365471002786,610.787410904752,604.605333855787,589.85382441267,586.43118282114,568.192676784773,594.973902781766,18.1741510346471,21.6611476278964,NA,0.0661460295635601,0.0502163098516626,NA,NA,NA,NA,0.0149865906508418,0.0198796967807739,NA,0.0531359284050989,NA,NA,NA,NA,NA,0.0116178710706517,NA
2440,5,2.2489884756468,0.724271106205101,3.10517492190269,2.46702604623993,0.730950608885862,3.37509267555061,2.12406326337755,0.72232702143616,2.94058397421489,610.787410904752,604.606659818826,589.656471579145,587.067705803246,567.863300526362,595.649576318961,17.5389540155796,21.7931710527823,NA,0.0850378913727498,0.0463428313940003,NA,NA,NA,NA,0.0138852015634889,0.0186525241675475,NA,0.0577338929524531,NA,NA,NA,NA,NA,0.012664214836107,NA
2440,6,2.23131496473979,0.724829939814232,3.07839790021871,2.41346579660176,0.728025785385987,3.31508285152591,2.12201700207523,0.722330063750458,2.93773872716492,610.787410904752,604.760491334021,590.33425599542,587.739071058463,569.601506639187,595.693588571954,17.0214202755581,20.7327493562331,NA,0.0892935387250516,0.0580041797875958,NA,NA,NA,NA,0.0201181725978901,0.0264766804289965,NA,0.0539019909479831,NA,NA,NA,NA,NA,0.0105368726702989,NA
2440,7,2.21114534005507,0.724264210936992,3.05295402791542,2.44152738212787,0.730157904684277,3.3438347602134,2.10557578326036,0.722353925499246,2.91488106997566,610.787410904752,605.720767789548,591.109104574646,589.035744921678,569.878063749831,596.044383853515,16.6850228678704,21.2310408248151,NA,0.120608708935846,0.070327682795188,NA,NA,NA,0.152388187652862,0.023939141147919,0.031673530561835,NA,0.052122516842565,NA,NA,NA,NA,NA,0.0105825415210797,NA
2440,8,2.20112595130712,0.724737995381732,3.03713337141617,2.3509163112623,0.725330183372924,3.24116707832299,2.07805921796855,0.722391624503268,2.87663802774217,610.787410904752,604.623198990939,590.171214221793,588.245739785048,570.401475259328,596.620295334574,16.3774592058903,19.7697389624643,NA,NA,0.0756283822496804,0.0052454417670744,NA,NA,0.128688413600622,0.0203144749081033,0.0286938094857199,NA,NA,NA,NA,NA,NA,NA,0.0458106604047843,NA
2440,9,2.1847874489685,0.725291259918256,3.01228977888792,2.34628973098342,0.725624085998276,3.23347829304138,2.09367914064927,0.722370560462021,2.89834505341714,610.787410904752,604.80244757232,590.31312988757,588.892455298418,570.707418738242,596.295087737106,15.9099922739028,19.6057111493272,NA,NA,0.0752523130560047,0.00636789234384974,NA,NA,NA,0.0220617492296341,0.0310142500211568,NA,NA,NA,NA,NA,NA,NA,0.0369776312860969,NA
2440,10,2.18832892558648,0.724659050621502,3.01980486369371,2.37712040295499,0.728357298398292,3.26367348577743,2.09627111092089,0.722366980379475,2.9019475804662,610.787410904752,604.852367167104,588.154504935471,588.750003280176,568.348892077337,596.240688636576,16.1023638869278,19.8056128581338,NA,0.0630922417859718,0.0583469762954701,NA,NA,NA,NA,0.0248034607533023,0.0317947368023288,0.150575860616908,0.077256333875579,NA,NA,NA,NA,NA,0.00622284062770784,NA
2440,11,2.17858004524229,0.724643521979277,3.00641622972322,2.30536433810683,0.727307736600358,3.1697233813059,2.07649072977542,0.722393692052048,2.87445855718492,610.787410904752,604.405766759376,586.275128093883,588.506583761522,567.999435828758,596.652704170747,15.8991829978538,18.2756922651254,NA,0.0698993311962853,0.032195024891003,NA,NA,NA,0.151633898156896,0.0120901343278567,0.0158641023622966,0.139753172806263,0.0707982895826458,NA,NA,NA,NA,NA,0.00416489060561825,NA
