"CdNom","N_resample","estimate_E","estim_sd_E","z_value_E","estimate_B","estim_sd_B","z_value_B","AIC_null","AIC_envir","AIC_FA_E","AIC_FA_B","delta AIC"
"77490","1","-0.254371639802978","0.507365066993304","-0.501358206055474","-0.0600837658273782","0.496776404812045","-0.120947301935789","306.280075854662","303.932755272809","305.693626208254","308.265634446238","-1.76087093544567"
"77490","2","0.0137136835765427","0.500929985771213","0.0273764477393574","0.153883621470037","0.493560478412751","0.311782705870037","306.280075854662","304.869071829306","306.868320257061","308.179546686662","-1.99924842775505"
"77490","3","0.0278988710533727","0.501731204908403","0.0556052140676919","0.223897983626616","0.492650350603835","0.454476452421453","306.280075854662","302.18439059984","304.181281186014","308.063125028414","-1.99689058617429"
"77490","4","-0.259893276199282","0.503718519073836","-0.515949416902789","-0.147625738238708","0.498303619134105","-0.296256604548117","306.280075854662","305.198749405933","306.946196406855","308.195009976435","-1.74744700092106"
"77490","5","0.111891891876981","0.51331679479406","0.217978240750669","0.0415222101413746","0.495162989189723","0.0838556415723253","306.280075854662","304.113061353847","306.064568215303","308.272980693712","-1.95150686145604"
"77490","6","-0.346761488887861","0.510492628050555","-0.679268357335653","-0.14762573823879","0.498303619134107","-0.296256604548281","306.280075854662","304.78705067182","306.355379867103","308.195009976435","-1.5683291952825"
"77490","7","-0.37457006902587","0.508940687891453","-0.735979806561973","-0.217553821835229","0.499622144756608","-0.43543670775684","306.280075854662","305.168022497822","306.664460888177","308.098937545893","-1.4964383903548"
"77490","8","-0.118203063421952","0.501260214607828","-0.235811779944337","0.00183318108165411","0.495773776068082","0.00369761607036345","306.280075854662","304.151442042044","306.097169455076","308.280062176905","-1.94572741303256"
"77490","9","-0.182064235489509","0.50114057941939","-0.363299726596565","-0.103095509026834","0.497510204061989","-0.207222903540666","306.280075854662","305.682879894386","307.555763919828","308.238066903743","-1.87288402544209"
"77490","10","-0.351310330022258","0.506983803059628","-0.692941920239095","-0.193802946760514","0.499164091036217","-0.388254985165694","306.280075854662","303.42307550372","304.975103229088","308.135363223015","-1.5520277253674"
"77490","11","-0.34127304753252","0.5068334969126","-0.673343513424825","-0.193802946760448","0.499164091036193","-0.388254985165582","306.280075854662","304.63058572969","306.206798074043","308.135363223015","-1.57621234435311"
"77490","12","-0.327596267349121","0.507519714419145","-0.645484811804905","-0.193802946760456","0.499164091036194","-0.388254985165597","306.280075854662","306.118828642371","307.728224441212","308.135363223015","-1.60939579884155"
"77490","13","-0.0774185117483177","0.510102720654817","-0.151770434882088","-0.125163142953914","0.497899021895011","-0.251382584519931","306.280075854662","304.467864021174","306.44516743153","308.218540395361","-1.977303410356"
"77490","14","-0.175690307391727","0.508994011914759","-0.345171658760398","0.00183318108165609","0.495773776068081","0.00369761607036745","306.280075854662","305.772836922272","307.657673395393","308.280062176905","-1.88483647312114"
"77490","15","-0.0350127850886321","0.502339866252487","-0.0696993956498644","0.117472910051502","0.494059988537466","0.237770539563928","306.280075854662","305.083737620551","307.078914068941","308.222077061612","-1.99517644838988"
"77490","16","-0.613974236938022","0.512847491498974","-1.19718677992062","-0.484850137362354","0.505580620495516","-0.958996681651198","306.280075854662","305.257873114994","305.982933065457","307.446101044343","-0.725059950462821"
"77490","17","-0.256393155565816","0.5070885409885","-0.505618121573034","-0.0814072746351977","0.497136273682335","-0.163752433577631","306.280075854662","304.837482265087","306.594414792373","308.253722915044","-1.75693252728621"
"77490","18","-0.328157680847537","0.504351953671479","-0.650652145706349","-0.241772371147514","0.500100354247012","-0.483447710233167","306.280075854662","305.600069613189","307.203890947054","308.057887787782","-1.60382133386497"
"77490","19","-0.315142159705841","0.507669481747617","-0.620762466597334","-0.125163142953828","0.497899021895005","-0.251382584519763","306.280075854662","303.169307563006","304.807035080446","308.218540395361","-1.63772751744034"
"77490","20","0.17700195106915","0.510950317998091","0.34641714631404","0.135801541156786","0.49380623965083","0.275009771550905","306.280075854662","305.689503610744","307.565479131723","308.202173394843","-1.87597552097901"
"77619","1","-0.533315909173685","0.301376011576836","-1.7696030496366","-0.358565048455665","0.287387844080905","-1.24766950252329","658.867271586537","651.113538339738","650.078249961448","659.350583816817","1.03528837829003"
"77619","2","-0.379724562065411","0.28981251451878","-1.3102421153066","-0.388926987774405","0.288675848891139","-1.34727927281881","658.867271586537","656.990467805561","657.318343165126","659.101114291485","-0.327875359564814"
"77619","3","-0.44391137801823","0.30029932981595","-1.47822966601457","-0.451985123741473","0.291462400314594","-1.55074933594733","658.867271586537","643.211501427353","643.081907686787","658.532767180985","0.129593740566293"
"77619","4","-0.368760247305557","0.295117867225321","-1.24953548483058","-0.358565048455658","0.287387844080906","-1.24766950252327","658.867271586537","648.325356033982","648.801176761703","659.350583816817","-0.475820727721043"
"77619","5","-0.118926116405246","0.285255537537953","-0.416910807172054","-0.113772242643219","0.27818207906597","-0.4089848024187","658.867271586537","638.668140684467","640.495979754509","660.701691027502","-1.82783907004227"
"77619","6","-0.181107149820262","0.282963356101617","-0.640037467449399","-0.164303051290215","0.27991952951083","-0.58696530241152","658.867271586537","654.475896614063","656.072279585427","660.527572962221","-1.59638297136416"
"77619","7","-0.367275062398503","0.291001126483084","-1.26210873077102","-0.29996891644304","0.284997339576674","-1.05253233903377","658.867271586537","654.40733243578","654.854678265463","659.784664262775","-0.447345829682718"
"77619","8","-0.175254424750008","0.286167522777546","-0.612418988182119","-0.164303051290195","0.279919529510831","-0.586965302411447","658.867271586537","649.3202742863","650.95032563188","660.527572962221","-1.6300513455808"
