"CdNom","N_resample","estimate_E","estim_sd_E","z_value_E","estimate_B","estim_sd_B","z_value_B","AIC_null","AIC_envir","AIC_FA_E","AIC_FA_B","delta AIC"
"77490","1","-0.249430499211864","0.318472992739894","-0.78320769703565","-0.13353139179529","0.300903033748808","-0.443768845171435","371.704833490118","362.404654418447","363.803131821199","373.510603517285","-1.39847740275184"
"77490","2","-0.21926502380911","0.315727598912007","-0.694475315318313","0.0491473702648045","0.299534175943338","0.164079341230503","371.704833490118","367.880204192806","369.406130933854","373.677777705275","-1.52592674104847"
"77490","3","-0.0301474104532019","0.311177009901544","-0.0968818694631088","-0.0137641134290109","0.299967464053208","-0.0458853545082123","371.704833490118","368.063857250123","370.054496036638","373.702731026747","-1.99063878651538"
"77490","4","-0.0137641134290098","0.299967464053208","-0.0458853545082087","-0.0137641134290098","0.299967464053208","-0.0458853545082087","371.704833490118","371.704833490118","373.702731026747","373.702731026747","-1.99789753662918"
"77490","5","-0.144738844746424","0.30099836659531","-0.480862558769378","-0.144738844746424","0.30099836659531","-0.480862558769378","371.704833490118","371.704833490118","373.477042646728","373.477042646728","-1.77220915660985"
"77490","6","0.0130522531012161","0.302444427558505","0.0431558723253094","0.0697836401905976","0.299400350753936","0.233078017493539","371.704833490118","371.18657948475","373.184714942461","373.650125046233","-1.99813545771156"
"77490","7","-0.0722021627370087","0.315508387036837","-0.228843877701986","-0.0458258118796822","0.300203359339608","-0.1526492307764","371.704833490118","365.718947725296","367.66689617069","373.681641326824","-1.94794844539388"
"77490","8","0.0283483547235231","0.29967316440572","0.0945975752608366","0.0283483547235231","0.29967316440572","0.0945975752608366","371.704833490118","371.704833490118","373.695859187811","373.695859187811","-1.99102569769337"
"77490","9","-0.112382947699306","0.315594835019356","-0.356098817942992","0.00738010723241913","0.299817521324452","0.024615330017463","371.704833490118","369.418498250201","371.292802415146","373.70422713364","-1.8743041649451"
"77490","10","0.120833562857959","0.319513233513506","0.37818015087895","0.278087562060711","0.298263895608458","0.932354086951801","371.704833490118","364.992302582742","366.848038080022","372.811644020802","-1.85573549728014"
"77490","11","-0.067441280343107","0.300368305505688","-0.224528617390459","-0.067441280343107","0.300368305505688","-0.224528617390459","371.704833490118","371.704833490118","373.65476927652","373.65476927652","-1.94993578640236"
"77490","12","-0.208768748148775","0.320202186967648","-0.651990388091472","0.0178858001400341","0.299744658518559","0.0596701213240358","371.704833490118","366.319990057076","367.901356383406","373.701266564258","-1.58136632633006"
"77490","13","0.0938337484270881","0.319369793180705","0.293809090373163","0.120702743488575","0.299087131195284","0.40357050136592","371.704833490118","365.223376295104","367.136457178214","373.539984539141","-1.91308088310927"
"77490","14","0.131787705492271","0.319137279587857","0.41294989310702","0.239448248428462","0.298446517255448","0.802315438727376","371.704833490118","362.149229968861","363.977099472557","373.045800588796","-1.8278695036953"
"77490","15","0.0068292259384319","0.322953803785896","0.0211461387306011","0.0902634110283454","0.299271495023003","0.301610452480306","371.704833490118","368.375020688092","370.374573318026","373.613035796094","-1.99955262993342"
"77490","16","0.102509927635111","0.313778396102054","0.326695301233457","0.120702743488544","0.299087131195281","0.403570501365819","371.704833490118","363.378087797343","365.270462743489","373.539984539141","-1.89237494614633"
"77490","17","-0.0525231299267125","0.312634169420697","-0.1680018854754","0.0697836401906031","0.299400350753936","0.233078017493557","371.704833490118","364.07766838548","366.04956567436","373.650125046233","-1.97189728888026"
"77490","18","-0.0445084104345756","0.315843435935334","-0.140919219368194","0.0283483547235449","0.299673164405721","0.094597575260909","371.704833490118","363.591140228008","365.57135226029","373.695859187812","-1.98021203228245"
"77490","19","-0.20863527037905","0.310657312068714","-0.671592981313447","-0.156004247505671","0.301095582376199","-0.518122007219467","371.704833490118","369.086124930504","370.643515291293","373.44068579113","-1.55739036078887"
"77490","20","-0.106273243782652","0.305673344961002","-0.347669319338951","-0.0244043939842628","0.300044601560959","-0.0813358875890478","371.704833490118","370.991796538802","372.872095053571","373.698234586975","-1.88029851476909"
"77619","1","0.288808164517769","0.284817251654869","1.0140121879546","0.260099257328575","0.283553759668455","0.917283754702094","406.545087797079","404.797336639291","405.739569402523","407.68160721068","-0.942232763231686"
"77619","2","0.285315094633163","0.30069006739964","0.948867706541025","0.085157808325271","0.284655552032003","0.299160890126242","406.545087797079","394.565633254998","395.643448514233","408.454813317337","-1.07781525923565"
"77619","3","0.199545254820442","0.283901004602858","0.702869139542429","0.199545254820442","0.283901004602858","0.702869139542429","406.545087797079","406.545087797079","408.041072709651","408.041072709651","-1.49598491257206"
"77619","4","0.0747801996667417","0.291596901364663","0.256450597783355","-0.0233722820774616","0.285498036002699","-0.0818649487215408","406.545087797079","405.362548075739","407.296307059423","408.538401958351","-1.93375898368419"
"77619","5","0.128008567293639","0.292901165234215","0.437036729407608","-0.00127469743188835","0.285316064892942","-0.00446766792597764","406.545087797079","403.702347001385","405.508953754583","408.545067839654","-1.8066067531978"
"77619","6","0.137737650134982","0.284292292575404","0.484493085926517","0.137737650134982","0.284292292575404","0.484493085926517","406.545087797079","406.545087797079","408.307065040951","408.307065040951","-1.76197724387202"
"77619","7","0.0957571737577534","0.284580025981615","0.336485926682499","0.0957571737577534","0.284580025981615","0.336485926682499","406.545087797079","406.545087797079","408.430759813653","408.430759813653","-1.88567201657366"
"77619","8","0.311532160267514","0.307199871084265","1.01410250976981","0.106314008282439","0.284505964158601","0.373679365903108","406.545087797079","399.902827962191","400.846604668387","408.403938916057","-0.943776706196559"
